s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Real_No_Asiste,Pred_Logistica,Prob_Logistica,Pred_RandomForest,Prob_RandomForest
6.0,1.0,1.0,5.0,6.0,2.0,608.6666259765625,0.0,5.0,1.0,1.0,0,0,0.07635039769727202,0,0.0
14.0,2.0,1.0,2.0,6.0,2.0,2987.800048828125,3.0,5.0,7.0,1.0,0,0,0.09747631383786999,0,0.0
18.0,2.0,1.0,9.0,6.0,2.0,808.0,3.0,5.0,2.0,1.0,0,1,0.7696198583087809,0,0.016666666666666666
10.0,1.0,1.0,1.0,6.0,2.0,937.4066772460938,1.0,5.0,1.0,1.0,0,0,0.028030550449652854,0,0.0
7.0,2.0,1.0,3.0,6.0,2.0,1248.4000244140625,0.0,5.0,1.0,1.0,0,0,0.11932261714651904,0,0.0
19.0,1.0,1.0,1.0,6.0,2.0,1300.0,4.0,5.0,1.0,1.0,0,1,0.9417471649722562,1,0.6
15.0,2.0,1.0,2.0,6.0,2.0,1499.75,3.0,5.0,1.0,1.0,0,0,0.08388152231894141,0,0.0
12.0,2.0,1.0,6.0,6.0,2.0,1916.0250244140625,1.0,8.0,1.0,1.0,0,0,0.08301986237372334,0,0.0033333333333333335
14.0,1.0,1.0,3.0,6.0,2.0,1169.1666259765625,3.0,8.0,5.0,1.0,0,0,0.05517076917959651,0,0.0
8.0,2.0,1.0,6.0,6.0,2.0,2761.666748046875,1.0,5.0,2.0,1.0,0,0,0.013341864174644426,0,0.013333333333333334
7.0,2.0,1.0,5.0,6.0,2.0,622.0499877929688,1.0,5.0,1.0,1.0,0,0,0.001420724844182649,0,0.0
11.0,1.0,1.0,3.0,6.0,2.0,960.7999877929688,1.0,5.0,2.0,1.0,0,0,0.0895927910230895,0,0.0
13.0,2.0,1.0,8.0,6.0,2.0,1748.645751953125,1.0,1.0,6.0,1.0,0,1,0.5712316032135493,0,0.0
12.0,1.0,1.0,5.0,6.0,2.0,1458.606689453125,2.0,8.0,2.0,1.0,0,0,0.11747657230714358,0,0.0
15.0,2.0,1.0,2.0,6.0,2.0,673.2000122070312,3.0,3.0,1.0,1.0,0,0,0.061150517649257434,0,0.0
9.0,1.0,1.0,2.0,6.0,2.0,1169.666748046875,1.0,3.0,1.0,1.0,0,0,0.007487463453615497,0,0.0
14.0,2.0,1.0,6.0,6.0,2.0,2850.822265625,3.0,5.0,2.0,1.0,0,0,0.13299855516578787,0,0.0
10.0,2.0,2.0,7.0,6.0,2.0,441.8333435058594,1.0,7.0,2.0,1.0,0,0,0.08712883200656041,0,0.0
15.0,2.0,2.0,5.0,6.0,2.0,866.6666870117188,3.0,5.0,2.0,1.0,0,0,0.20656199573347608,0,0.006666666666666667
13.0,1.0,1.0,7.0,6.0,2.0,3943.89990234375,3.0,8.0,1.0,1.0,0,0,0.03895176534364477,0,0.0033333333333333335
15.0,2.0,2.0,6.0,6.0,2.0,90.33333587646484,3.0,8.0,5.0,1.0,0,0,0.21470670073313053,0,0.03666666666666667
18.0,2.0,1.0,2.0,6.0,2.0,1100.0,4.0,5.0,1.0,1.0,0,1,0.8246247885040016,0,0.05333333333333334
14.0,1.0,1.0,2.0,6.0,1.0,929.4443969726562,1.0,4.0,1.0,1.0,0,0,0.30087761822372244,0,0.02
14.0,2.0,1.0,2.0,6.0,2.0,1368.8900146484375,3.0,5.0,1.0,1.0,0,0,0.04226616657686368,0,0.0
14.0,1.0,2.0,8.0,6.0,2.0,405.4285583496094,3.0,1.0,6.0,1.0,0,0,0.4581068926103898,0,0.04
6.0,2.0,2.0,2.0,6.0,2.0,1564.0,0.0,8.0,7.0,1.0,0,0,0.2072256778384053,1,0.5633333333333334
15.0,2.0,2.0,3.0,27.0,2.0,180.55555725097656,2.0,6.0,7.0,1.0,0,1,0.8356338812472281,0,0.36
17.0,1.0,1.0,3.0,6.0,2.0,1506.5250244140625,3.0,5.0,1.0,1.0,0,0,0.30656219241131233,0,0.10666666666666667
6.0,2.0,1.0,3.0,6.0,2.0,1817.1444091796875,0.0,8.0,1.0,1.0,0,0,0.049047347631215175,0,0.0
19.0,2.0,2.0,9.0,6.0,2.0,718.4722290039062,3.0,1.0,5.0,2.0,1,1,0.9544088076001859,0,0.46
14.0,1.0,1.0,2.0,6.0,2.0,2020.6666259765625,3.0,5.0,1.0,1.0,0,0,0.054611943195384816,0,0.0
10.0,2.0,1.0,2.0,6.0,2.0,507.1428527832031,1.0,3.0,2.0,1.0,0,0,0.028802343075749987,0,0.0
10.0,2.0,1.0,4.0,6.0,2.0,466.6666564941406,1.0,5.0,2.0,1.0,0,0,0.03830938244132557,0,0.2966666666666667
8.0,1.0,1.0,2.0,6.0,2.0,4500.0,1.0,3.0,1.0,1.0,0,0,0.00297447806252522,0,0.0
14.0,2.0,2.0,2.0,2.0,1.0,760.6875,3.0,5.0,2.0,1.0,0,0,0.18029619308947534,0,0.013333333333333334
9.0,2.0,1.0,2.0,6.0,1.0,1383.675048828125,1.0,5.0,2.0,1.0,0,0,0.0190721040448514,0,0.0033333333333333335
14.0,1.0,2.0,5.0,6.0,2.0,1820.0,3.0,3.0,7.0,1.0,0,0,0.10606134317497319,0,0.02
12.0,1.0,2.0,6.0,6.0,2.0,869.7667236328125,3.0,5.0,8.0,1.0,0,0,0.059236085402832095,0,0.04
8.0,1.0,1.0,7.0,6.0,2.0,1088.9166259765625,1.0,5.0,2.0,1.0,0,0,0.025511973964695567,0,0.0
13.0,1.0,2.0,5.0,6.0,1.0,111.11111450195312,3.0,1.0,7.0,1.0,0,0,0.18077814981439028,0,0.08
7.0,1.0,1.0,8.0,6.0,2.0,375.0,0.0,1.0,2.0,1.0,0,1,0.5898346930981289,0,0.006666666666666667
16.0,2.0,1.0,5.0,6.0,1.0,1463.3333740234375,3.0,3.0,1.0,1.0,0,0,0.08565364237090177,0,0.02
14.0,1.0,1.0,3.0,6.0,2.0,813.611083984375,3.0,5.0,1.0,1.0,0,0,0.04794352781174774,0,0.0
7.0,1.0,1.0,8.0,6.0,2.0,1017.9666748046875,1.0,7.0,1.0,1.0,0,0,0.0018566217912349072,0,0.0
13.0,2.0,2.0,9.0,6.0,2.0,166.6666717529297,3.0,2.0,6.0,2.0,0,0,0.21569284266849992,0,0.03333333333333333
16.0,1.0,1.0,5.0,6.0,2.0,1612.6666259765625,3.0,5.0,1.0,1.0,0,0,0.15982705859628857,0,0.016666666666666666
11.0,2.0,2.0,4.0,6.0,1.0,233.24075317382812,1.0,1.0,8.0,1.0,0,0,0.1922367632835432,0,0.0033333333333333335
11.0,1.0,1.0,3.0,6.0,2.0,818.3699951171875,1.0,6.0,1.0,1.0,0,0,0.04512248915580097,0,0.0
12.0,2.0,1.0,6.0,6.0,2.0,1329.0,2.0,5.0,1.0,1.0,0,0,0.09250751881774043,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,2020.6666259765625,1.0,8.0,2.0,1.0,0,0,0.08185818863773282,0,0.0
19.0,2.0,1.0,3.0,6.0,2.0,1500.0,4.0,8.0,9.0,1.0,0,1,0.8747805025863369,0,0.07333333333333333
19.0,2.0,1.0,3.0,6.0,2.0,1800.0,4.0,5.0,2.0,1.0,0,1,0.9497548669719186,0,0.4666666666666667
16.0,2.0,1.0,5.0,6.0,1.0,1750.5369873046875,3.0,8.0,1.0,1.0,1,0,0.1004284649957917,0,0.07
16.0,2.0,2.0,6.0,6.0,2.0,750.0,3.0,8.0,1.0,1.0,0,0,0.2765763939696885,0,0.006666666666666667
16.0,2.0,1.0,2.0,6.0,2.0,1539.2723388671875,3.0,3.0,8.0,1.0,0,0,0.19884996820038237,0,0.0
8.0,2.0,1.0,6.0,6.0,2.0,221.5,1.0,6.0,2.0,1.0,0,0,0.01799152865195938,0,0.01
13.0,1.0,2.0,3.0,27.0,2.0,157.68519592285156,1.0,1.0,7.0,1.0,0,1,0.7869456454816821,0,0.05333333333333334
18.0,2.0,2.0,2.0,6.0,1.0,2330.0,4.0,1.0,7.0,1.0,1,1,0.9770731893047223,1,0.7533333333333333
13.0,1.0,1.0,2.0,6.0,2.0,1271.6666259765625,2.0,5.0,1.0,1.0,0,0,0.15887114111334302,0,0.0
16.0,1.0,1.0,2.0,6.0,2.0,2768.5,3.0,5.0,1.0,1.0,0,0,0.19474848123316246,0,0.14333333333333334
13.0,1.0,1.0,7.0,6.0,2.0,950.0,1.0,8.0,1.0,1.0,0,0,0.2602962206065977,0,0.0
11.0,2.0,1.0,6.0,6.0,2.0,1324.0,1.0,5.0,1.0,1.0,0,0,0.05168575823822363,0,0.0
16.0,2.0,1.0,2.0,6.0,2.0,828.3333129882812,3.0,3.0,1.0,1.0,0,0,0.11890278237795861,0,0.0033333333333333335
10.0,2.0,1.0,7.0,6.0,2.0,900.5833129882812,1.0,5.0,1.0,1.0,0,0,0.03343680745120257,0,0.0
17.0,2.0,2.0,9.0,6.0,2.0,3509.21435546875,3.0,2.0,8.0,1.0,0,1,0.6274006886606551,0,0.14333333333333334
18.0,1.0,2.0,2.0,2.0,1.0,1427.8499755859375,3.0,1.0,1.0,1.0,1,1,0.8452750743129118,0,0.16666666666666666
8.0,1.0,1.0,2.0,6.0,1.0,133.5,1.0,5.0,1.0,1.0,0,0,0.005487002701140996,0,0.0
6.0,1.0,1.0,7.0,6.0,2.0,1300.0,0.0,1.0,1.0,1.0,0,0,0.3446707789999507,0,0.48
8.0,1.0,1.0,6.0,6.0,2.0,186.6666717529297,1.0,6.0,1.0,1.0,0,0,0.010036413010211447,0,0.0033333333333333335
17.0,1.0,1.0,9.0,6.0,2.0,1089.199951171875,3.0,8.0,2.0,1.0,0,1,0.6372119844551762,0,0.03666666666666667
6.0,1.0,1.0,8.0,6.0,2.0,1334.0333251953125,0.0,1.0,3.0,1.0,0,1,0.5066195170896389,0,0.04666666666666667
11.0,1.0,1.0,7.0,6.0,2.0,783.7333374023438,1.0,5.0,2.0,1.0,0,0,0.19570629246357815,0,0.0
18.0,2.0,1.0,9.0,6.0,2.0,675.0,4.0,2.0,1.0,1.0,0,1,0.8869198099948393,0,0.3233333333333333
12.0,1.0,1.0,2.0,6.0,2.0,994.25,2.0,4.0,1.0,1.0,0,0,0.08242792607927155,0,0.0
7.0,1.0,1.0,5.0,27.0,1.0,1372.6041259765625,1.0,5.0,1.0,1.0,0,0,0.003660763184771601,0,0.02
11.0,2.0,1.0,7.0,6.0,2.0,1725.86669921875,1.0,8.0,1.0,1.0,0,0,0.053660429039075655,0,0.0
12.0,1.0,1.0,7.0,6.0,2.0,1082.5,1.0,5.0,1.0,1.0,0,0,0.16891394304866936,0,0.0
18.0,1.0,1.0,7.0,6.0,2.0,2214.433349609375,3.0,5.0,2.0,1.0,0,1,0.8423741474596713,0,0.04666666666666667
6.0,1.0,2.0,7.0,6.0,2.0,394.4444580078125,0.0,8.0,1.0,1.0,0,0,0.21976639594135453,0,0.05333333333333334
19.0,1.0,1.0,2.0,6.0,2.0,2260.260009765625,4.0,3.0,1.0,1.0,1,1,0.8945111044391586,1,0.6666666666666666
18.0,2.0,1.0,3.0,27.0,2.0,2382.25,4.0,5.0,1.0,1.0,1,1,0.8782750936763528,0,0.43333333333333335
9.0,1.0,1.0,2.0,6.0,2.0,2723.333251953125,1.0,3.0,1.0,1.0,0,0,0.006855510876708576,0,0.0
8.0,2.0,2.0,9.0,6.0,2.0,715.8444213867188,1.0,5.0,6.0,1.0,0,0,0.03292366495017178,0,0.01
15.0,2.0,1.0,2.0,6.0,2.0,300.0,3.0,4.0,1.0,1.0,0,0,0.0875559784634278,0,0.006666666666666667
14.0,1.0,1.0,1.0,6.0,1.0,545.5556030273438,3.0,5.0,2.0,1.0,0,0,0.15619435159311781,0,0.013333333333333334
11.0,2.0,1.0,3.0,6.0,2.0,433.0,1.0,1.0,2.0,1.0,0,0,0.15446486623436226,0,0.0
9.0,1.0,1.0,2.0,6.0,2.0,1131.9791259765625,1.0,5.0,1.0,1.0,0,0,0.011019264436632037,0,0.0
8.0,2.0,1.0,3.0,6.0,2.0,1513.3333740234375,1.0,8.0,1.0,1.0,0,0,0.0025607488257836254,0,0.0
9.0,1.0,1.0,2.0,6.0,2.0,871.52001953125,1.0,5.0,1.0,1.0,0,0,0.011182707978635912,0,0.0
9.0,1.0,1.0,2.0,6.0,2.0,1008.3333129882812,1.0,5.0,1.0,1.0,0,0,0.011096558136862987,0,0.0
18.0,1.0,1.0,1.0,6.0,2.0,3411.416748046875,4.0,8.0,1.0,1.0,0,1,0.84927692359785,0,0.016666666666666666
14.0,1.0,1.0,3.0,6.0,2.0,2875.0,3.0,8.0,1.0,1.0,0,0,0.03548824107135985,0,0.0
7.0,1.0,2.0,6.0,6.0,2.0,1660.2249755859375,0.0,8.0,7.0,1.0,0,1,0.531693805666594,0,0.02
13.0,1.0,1.0,3.0,6.0,2.0,1186.25,2.0,6.0,1.0,1.0,0,0,0.1532266912343527,0,0.0
7.0,2.0,1.0,2.0,6.0,2.0,855.2083129882812,0.0,5.0,1.0,1.0,0,0,0.14552662110430462,0,0.0
14.0,1.0,1.0,4.0,6.0,2.0,625.0,3.0,8.0,1.0,1.0,0,0,0.04467627052485576,0,0.0
13.0,2.0,1.0,7.0,6.0,2.0,713.47998046875,2.0,8.0,1.0,1.0,0,0,0.1902577384089977,0,0.0
16.0,2.0,1.0,7.0,6.0,2.0,1871.3887939453125,3.0,6.0,1.0,1.0,0,0,0.30422439018830466,0,0.0033333333333333335
13.0,2.0,2.0,2.0,2.0,1.0,704.8095092773438,3.0,5.0,8.0,1.0,0,0,0.07594897031949366,0,0.013333333333333334
17.0,2.0,1.0,2.0,6.0,2.0,1005.5556030273438,3.0,2.0,1.0,1.0,0,0,0.30034891198075253,0,0.0
18.0,2.0,1.0,7.0,6.0,2.0,1672.6083984375,4.0,8.0,1.0,1.0,0,1,0.8816525578206943,1,0.6166666666666667
8.0,1.0,1.0,7.0,6.0,2.0,2226.666748046875,1.0,8.0,1.0,1.0,0,0,0.008130053846272993,0,0.0
11.0,1.0,1.0,5.0,6.0,2.0,1010.0,1.0,8.0,1.0,1.0,0,0,0.02881739547283654,0,0.0
17.0,1.0,1.0,7.0,6.0,2.0,1925.0,3.0,6.0,1.0,1.0,0,1,0.553171956233568,0,0.0033333333333333335
7.0,1.0,1.0,7.0,6.0,2.0,116.0,0.0,8.0,1.0,1.0,0,0,0.2832358681659747,0,0.04666666666666667
9.0,1.0,2.0,5.0,6.0,2.0,1202.666748046875,1.0,8.0,1.0,1.0,0,0,0.01006558591057408,0,0.0033333333333333335
13.0,2.0,1.0,7.0,6.0,2.0,1673.75,3.0,5.0,1.0,1.0,0,0,0.039679017790326565,0,0.0
11.0,1.0,1.0,8.0,6.0,2.0,980.5916137695312,1.0,6.0,9.0,1.0,0,0,0.05911973179350196,0,0.0
14.0,1.0,1.0,7.0,6.0,2.0,979.6099853515625,3.0,5.0,1.0,1.0,0,0,0.10881101962771428,0,0.0
11.0,1.0,2.0,7.0,6.0,2.0,658.3333740234375,1.0,1.0,7.0,2.0,0,1,0.5768347161457336,0,0.07666666666666666
15.0,2.0,1.0,2.0,6.0,2.0,1212.857177734375,3.0,1.0,1.0,1.0,0,0,0.18551817669792772,0,0.006666666666666667
12.0,2.0,1.0,1.0,6.0,2.0,122.91666412353516,1.0,8.0,2.0,1.0,0,0,0.16423270614438892,0,0.006666666666666667
8.0,1.0,2.0,8.0,6.0,2.0,1954.260009765625,1.0,1.0,1.0,1.0,0,0,0.01857008825861774,0,0.006666666666666667
19.0,2.0,1.0,3.0,6.0,2.0,937.2944946289062,3.0,5.0,2.0,1.0,1,1,0.783246293129612,0,0.36666666666666664
14.0,1.0,1.0,3.0,6.0,2.0,1359.9366455078125,3.0,5.0,2.0,1.0,0,0,0.10720713781572015,0,0.016666666666666666
15.0,2.0,1.0,2.0,6.0,2.0,1250.0,3.0,3.0,1.0,1.0,0,0,0.05928471413814037,0,0.0
17.0,1.0,1.0,2.0,6.0,2.0,241.0,3.0,5.0,9.0,1.0,0,0,0.38842119612607323,0,0.04666666666666667
9.0,2.0,1.0,5.0,6.0,2.0,4755.41650390625,1.0,5.0,1.0,1.0,0,0,0.0048844615043108375,0,0.0
13.0,1.0,2.0,4.0,6.0,1.0,528.3333740234375,3.0,5.0,1.0,1.0,0,0,0.03892788589769411,0,0.016666666666666666
17.0,1.0,1.0,4.0,6.0,2.0,188.75,3.0,8.0,2.0,1.0,0,1,0.5186259480763153,0,0.09666666666666666
19.0,2.0,1.0,7.0,6.0,2.0,950.0,5.0,6.0,2.0,1.0,0,1,0.7253520738267542,0,0.056666666666666664
17.0,2.0,2.0,7.0,41.0,2.0,974.25,1.0,8.0,5.0,1.0,1,1,0.9977359072930508,1,0.5633333333333334
10.0,1.0,2.0,1.0,6.0,2.0,474.28570556640625,1.0,1.0,6.0,1.0,0,0,0.2823586768914944,0,0.013333333333333334
14.0,1.0,1.0,3.0,6.0,2.0,820.0,3.0,8.0,1.0,1.0,0,0,0.03973607750508502,0,0.0
11.0,1.0,1.0,2.0,6.0,2.0,1754.1666259765625,1.0,5.0,1.0,1.0,0,0,0.04487547545583657,0,0.0
18.0,2.0,2.0,5.0,6.0,1.0,1515.5,4.0,8.0,1.0,1.0,0,1,0.8044288264230011,1,0.5533333333333333
7.0,2.0,1.0,2.0,6.0,2.0,2435.910888671875,0.0,8.0,7.0,1.0,0,0,0.25560706943233447,0,0.07333333333333333
8.0,1.0,1.0,7.0,6.0,2.0,590.9000244140625,1.0,8.0,1.0,1.0,0,0,0.008919839110665732,0,0.0
14.0,2.0,2.0,3.0,27.0,2.0,660.0,3.0,5.0,7.0,1.0,0,0,0.2357097427061198,0,0.016666666666666666
6.0,1.0,1.0,1.0,6.0,2.0,489.92498779296875,0.0,5.0,2.0,1.0,0,0,0.2540217697354202,0,0.0
9.0,1.0,1.0,3.0,6.0,2.0,1033.3333740234375,1.0,5.0,5.0,2.0,0,0,0.017736084087285105,0,0.0033333333333333335
14.0,2.0,1.0,5.0,6.0,2.0,7909.0,3.0,8.0,1.0,1.0,0,0,0.01804695979238181,0,0.0
6.0,1.0,1.0,3.0,6.0,1.0,944.8333740234375,0.0,8.0,1.0,1.0,0,0,0.06717538643356862,0,0.0
6.0,2.0,1.0,2.0,6.0,2.0,3122.916748046875,0.0,3.0,1.0,1.0,0,0,0.046313298764575836,0,0.0
6.0,1.0,1.0,7.0,6.0,2.0,755.5833129882812,1.0,8.0,1.0,1.0,0,0,0.002036309698774475,0,0.03333333333333333
8.0,1.0,1.0,3.0,6.0,2.0,1717.333251953125,1.0,8.0,1.0,1.0,0,0,0.0034358309678377717,0,0.0
6.0,1.0,2.0,7.0,6.0,2.0,1172.6343994140625,0.0,1.0,8.0,1.0,0,1,0.6057341187279698,0,0.06666666666666667
10.0,2.0,1.0,9.0,6.0,2.0,624.0,1.0,8.0,1.0,1.0,0,0,0.022139691441863805,0,0.0
6.0,2.0,1.0,7.0,6.0,2.0,1400.0,0.0,8.0,2.0,1.0,0,0,0.24132154151523513,0,0.03666666666666667
17.0,1.0,1.0,9.0,6.0,2.0,1938.0,3.0,1.0,2.0,2.0,0,1,0.8726659905227957,0,0.14
8.0,1.0,2.0,4.0,6.0,2.0,1148.3333740234375,1.0,5.0,7.0,1.0,0,0,0.019300555831339553,0,0.0
10.0,1.0,1.0,3.0,6.0,2.0,807.4074096679688,1.0,5.0,9.0,1.0,0,0,0.02055819003942286,0,0.0
16.0,1.0,1.0,7.0,6.0,2.0,1416.6666259765625,3.0,8.0,1.0,1.0,0,0,0.29958718055373645,0,0.0
13.0,2.0,1.0,2.0,6.0,2.0,340.24798583984375,2.0,3.0,1.0,1.0,0,0,0.09048466580172228,0,0.006666666666666667
12.0,1.0,1.0,8.0,6.0,2.0,2273.25,1.0,8.0,1.0,1.0,0,0,0.0729655378443294,0,0.006666666666666667
6.0,1.0,1.0,8.0,6.0,2.0,519.5999755859375,0.0,1.0,9.0,1.0,0,0,0.2316783110484133,0,0.013333333333333334
6.0,2.0,1.0,3.0,6.0,2.0,4174.58349609375,0.0,5.0,9.0,1.0,0,0,0.05626521499002611,0,0.0
17.0,2.0,2.0,7.0,54.0,2.0,687.5,3.0,5.0,1.0,1.0,0,1,0.859323304485532,0,0.18666666666666668
13.0,2.0,1.0,7.0,6.0,2.0,550.0,3.0,7.0,2.0,1.0,0,0,0.07254567035512581,0,0.006666666666666667
7.0,2.0,2.0,4.0,6.0,1.0,751.9400024414062,0.0,5.0,5.0,1.0,0,0,0.2492032908609815,0,0.02666666666666667
17.0,1.0,1.0,2.0,6.0,2.0,1136.111083984375,3.0,3.0,1.0,1.0,0,0,0.2735601402656335,0,0.0033333333333333335
6.0,2.0,1.0,8.0,6.0,2.0,1045.5999755859375,0.0,1.0,6.0,1.0,0,0,0.41533139695683347,0,0.0
10.0,1.0,1.0,8.0,6.0,2.0,2854.080078125,1.0,1.0,6.0,1.0,0,0,0.1568593424758765,0,0.02666666666666667
10.0,1.0,1.0,7.0,6.0,2.0,1820.4833984375,1.0,5.0,2.0,1.0,0,0,0.09886165349960929,0,0.0
12.0,1.0,1.0,7.0,6.0,1.0,2345.83349609375,3.0,5.0,1.0,1.0,0,0,0.02464364008287846,0,0.0033333333333333335
7.0,2.0,1.0,7.0,6.0,2.0,2230.7666015625,1.0,6.0,2.0,1.0,0,0,0.010017571469875402,0,0.05333333333333334
15.0,2.0,1.0,2.0,6.0,2.0,1054.6666259765625,3.0,5.0,1.0,1.0,0,0,0.08585749339765493,0,0.0
19.0,1.0,1.0,1.0,6.0,2.0,2442.708251953125,4.0,5.0,1.0,1.0,0,1,0.9380585231762615,1,0.58
18.0,1.0,1.0,7.0,6.0,2.0,1101.5999755859375,3.0,5.0,2.0,1.0,0,1,0.8506380366192482,0,0.21666666666666667
15.0,2.0,2.0,6.0,6.0,2.0,2825.237548828125,3.0,1.0,5.0,2.0,1,0,0.48921516412681565,0,0.35
10.0,2.0,2.0,9.0,6.0,2.0,4342.85693359375,1.0,2.0,1.0,1.0,0,0,0.03397020526767019,0,0.0
7.0,2.0,1.0,2.0,6.0,2.0,1106.0050048828125,1.0,5.0,1.0,1.0,0,0,0.001876086469176577,0,0.0
13.0,1.0,1.0,2.0,6.0,1.0,1247.8125,2.0,5.0,2.0,1.0,0,0,0.31267475914382453,0,0.0
9.0,1.0,1.0,6.0,6.0,2.0,795.0,1.0,5.0,2.0,1.0,0,0,0.041202815325393424,0,0.0
17.0,2.0,1.0,5.0,6.0,2.0,1217.2222900390625,3.0,5.0,1.0,1.0,0,0,0.23039443428035755,0,0.06333333333333334
9.0,2.0,1.0,2.0,6.0,2.0,1500.0,1.0,3.0,1.0,1.0,0,0,0.0054191039095511815,0,0.0
13.0,2.0,1.0,2.0,6.0,2.0,1450.27783203125,2.0,5.0,1.0,1.0,0,0,0.1209611368853928,0,0.0
13.0,1.0,1.0,3.0,6.0,2.0,760.0,3.0,5.0,1.0,1.0,0,0,0.023594622247085643,0,0.0
9.0,2.0,1.0,8.0,6.0,2.0,999.7142944335938,1.0,8.0,6.0,1.0,0,0,0.023880407185115814,0,0.01
13.0,1.0,1.0,2.0,6.0,2.0,1299.0,2.0,5.0,1.0,1.0,0,0,0.15866245586318042,0,0.0
11.0,2.0,2.0,2.0,6.0,2.0,311.7599792480469,1.0,5.0,7.0,1.0,0,0,0.13241468396210082,0,0.01
15.0,2.0,1.0,1.0,6.0,2.0,628.5199584960938,3.0,8.0,1.0,1.0,0,0,0.08831653740242232,0,0.0
13.0,1.0,1.0,7.0,6.0,2.0,1653.268310546875,2.0,6.0,1.0,1.0,0,0,0.30131045157371433,0,0.0033333333333333335
12.0,2.0,2.0,3.0,27.0,1.0,637.0833129882812,2.0,6.0,7.0,1.0,0,0,0.34647565456110563,0,0.07333333333333333
14.0,2.0,1.0,7.0,6.0,2.0,1279.023681640625,3.0,5.0,2.0,1.0,0,0,0.17853291379086836,0,0.0
6.0,2.0,1.0,1.0,6.0,2.0,2684.083251953125,0.0,6.0,1.0,1.0,0,0,0.09526939995203192,0,0.006666666666666667
6.0,2.0,2.0,3.0,6.0,2.0,631.9444580078125,0.0,5.0,5.0,1.0,0,0,0.12764668207853408,0,0.0033333333333333335
6.0,2.0,2.0,4.0,6.0,2.0,395.8333435058594,0.0,5.0,7.0,1.0,0,0,0.23612657951342617,0,0.013333333333333334
10.0,1.0,1.0,2.0,6.0,2.0,1350.5999755859375,1.0,5.0,1.0,1.0,0,0,0.02248414930595781,0,0.0
7.0,2.0,2.0,8.0,6.0,2.0,583.5555419921875,0.0,2.0,2.0,1.0,0,0,0.4029487797977813,0,0.043333333333333335
8.0,1.0,1.0,3.0,6.0,2.0,1276.313232421875,1.0,5.0,1.0,1.0,0,0,0.004282778253583536,0,0.0
11.0,2.0,1.0,2.0,6.0,2.0,2265.83349609375,1.0,4.0,1.0,1.0,0,0,0.03181799820360072,0,0.0
8.0,2.0,1.0,3.0,6.0,2.0,829.8571166992188,1.0,5.0,5.0,1.0,0,0,0.004653362617717282,0,0.0
16.0,2.0,1.0,7.0,6.0,2.0,484.0,3.0,8.0,2.0,1.0,0,0,0.44961934137796644,0,0.11
19.0,1.0,1.0,3.0,6.0,2.0,1494.3887939453125,4.0,8.0,5.0,1.0,1,1,0.9263122003903596,1,0.6
9.0,1.0,1.0,2.0,6.0,2.0,822.8809204101562,1.0,5.0,1.0,1.0,0,0,0.011213494555663277,0,0.0
10.0,2.0,1.0,4.0,6.0,2.0,2436.0,1.0,8.0,2.0,1.0,0,0,0.028427586470339248,0,0.013333333333333334
19.0,2.0,1.0,3.0,6.0,2.0,2835.91650390625,4.0,8.0,9.0,1.0,1,1,0.866173206444951,0,0.16
14.0,2.0,1.0,8.0,6.0,2.0,2448.71435546875,3.0,5.0,5.0,1.0,0,0,0.05658869329543824,0,0.0033333333333333335
16.0,1.0,1.0,5.0,6.0,2.0,1391.6666259765625,3.0,6.0,1.0,1.0,0,0,0.18416646376753945,0,0.01
16.0,1.0,1.0,1.0,6.0,2.0,216.5,3.0,5.0,1.0,1.0,0,0,0.25521133693764875,0,0.01
12.0,1.0,1.0,8.0,6.0,2.0,285.71429443359375,1.0,1.0,2.0,1.0,0,0,0.3924023755086411,0,0.0
9.0,1.0,1.0,7.0,6.0,2.0,713.47998046875,1.0,8.0,1.0,1.0,0,0,0.018339261801893342,0,0.0
6.0,2.0,1.0,7.0,6.0,2.0,739.7753295898438,0.0,8.0,2.0,1.0,0,0,0.2482986708327561,0,0.0
10.0,1.0,2.0,1.0,6.0,2.0,1290.0,1.0,5.0,9.0,1.0,0,0,0.04445437600093589,0,0.0033333333333333335
14.0,2.0,1.0,1.0,6.0,2.0,989.8800048828125,3.0,8.0,1.0,1.0,0,0,0.04342410761686023,0,0.0
15.0,2.0,1.0,5.0,6.0,1.0,754.870849609375,3.0,8.0,1.0,1.0,0,0,0.053510611974219004,0,0.0033333333333333335
9.0,1.0,1.0,7.0,6.0,2.0,1096.0745849609375,1.0,5.0,2.0,1.0,0,0,0.05186511430041679,0,0.0
18.0,1.0,1.0,2.0,6.0,2.0,940.0,3.0,4.0,1.0,1.0,0,1,0.5344538735646747,0,0.006666666666666667
8.0,1.0,1.0,5.0,6.0,2.0,646.0,1.0,5.0,1.0,1.0,0,0,0.004018923931798459,0,0.0
6.0,2.0,2.0,9.0,6.0,1.0,203.1481475830078,0.0,5.0,6.0,1.0,0,0,0.41197841151389347,0,0.0
12.0,2.0,2.0,1.0,6.0,2.0,121.66667175292969,2.0,5.0,8.0,1.0,0,0,0.2014113762863966,0,0.03666666666666667
14.0,1.0,1.0,2.0,6.0,2.0,1043.9222412109375,3.0,3.0,2.0,1.0,0,0,0.09253275685422864,0,0.0
